Week starting,Language,Country code,Tweets
21/07/2019,en,PHL,4
21/07/2019,en,POL,1
21/07/2019,en,PRT,1
21/07/2019,en,QAT,2
21/07/2019,en,RUS,2
21/07/2019,en,SOM,3
21/07/2019,en,SWE,2
21/07/2019,en,SYR,4
21/07/2019,en,THA,1
21/07/2019,en,TWN,1
21/07/2019,en,UGA,2
21/07/2019,en,UKR,1
21/07/2019,en,USA,1381
21/07/2019,en,VNM,1
21/07/2019,en,YEM,2
21/07/2019,en,ZAF,1
21/07/2019,en,ZMB,2
21/07/2019,en,ZWE,4
21/07/2019,fr,,7
21/07/2019,fr,FRA,13
21/07/2019,fr,SEN,1
21/07/2019,fr,TUN,1
21/07/2019,fr,USA,1
28/07/2019,ar,,232
28/07/2019,ar,ARE,5
28/07/2019,ar,BHR,3
28/07/2019,ar,BRA,1
28/07/2019,ar,CAN,1
28/07/2019,ar,CHE,3
28/07/2019,ar,COL,1
28/07/2019,ar,DEU,2
28/07/2019,ar,DZA,1
28/07/2019,ar,EGY,29
28/07/2019,ar,FIN,1
28/07/2019,ar,FRA,3
28/07/2019,ar,GBR,69
28/07/2019,ar,HUN,1
28/07/2019,ar,IND,1
28/07/2019,ar,IRN,5
28/07/2019,ar,IRQ,6
28/07/2019,ar,JOR,2
28/07/2019,ar,JPN,1
28/07/2019,ar,KWT,5
28/07/2019,ar,LBN,6
28/07/2019,ar,LBY,7
28/07/2019,ar,MAR,2
28/07/2019,ar,OMN,4
28/07/2019,ar,PER,1
28/07/2019,ar,PHL,1
28/07/2019,ar,PSE,2
28/07/2019,ar,QAT,15
28/07/2019,ar,SAU,16
28/07/2019,ar,SDN,31
28/07/2019,ar,SHN,1
28/07/2019,ar,SWE,3
28/07/2019,ar,SYR,44
28/07/2019,ar,TUR,7
28/07/2019,ar,USA,11
28/07/2019,ar,YEM,20
28/07/2019,en,,582
28/07/2019,en,AFG,4
28/07/2019,en,AUS,2
28/07/2019,en,AZE,1
28/07/2019,en,BDI,1
28/07/2019,en,BEN,1
28/07/2019,en,BGD,1
28/07/2019,en,BGR,1
28/07/2019,en,BLR,1
28/07/2019,en,BRA,1
28/07/2019,en,CAN,17
28/07/2019,en,CHE,4
28/07/2019,en,CHN,2
28/07/2019,en,CMR,1
28/07/2019,en,COL,1
28/07/2019,en,CZE,1
28/07/2019,en,DEU,3
28/07/2019,en,DNK,1
28/07/2019,en,ECU,1
28/07/2019,en,FIN,1
28/07/2019,en,FRA,2
28/07/2019,en,GBR,9
28/07/2019,en,GGY,1
28/07/2019,en,GHA,6
28/07/2019,en,GRC,1
28/07/2019,en,HUN,1
28/07/2019,en,IDN,5
28/07/2019,en,IND,3
28/07/2019,en,IRN,3
28/07/2019,en,IRQ,2
28/07/2019,en,ISR,1
28/07/2019,en,ITA,6
28/07/2019,en,KAZ,1
28/07/2019,en,KEN,18
28/07/2019,en,KOR,1
28/07/2019,en,LBY,1
28/07/2019,en,MAR,13
28/07/2019,en,NGA,8
28/07/2019,en,NOR,4
28/07/2019,en,NPL,2
28/07/2019,en,OMN,2
28/07/2019,en,PHL,3
28/07/2019,en,PRI,1
28/07/2019,en,PRT,1
28/07/2019,en,PSE,12
28/07/2019,en,QAT,3
28/07/2019,en,RUS,1
28/07/2019,en,SDN,7
28/07/2019,en,SOM,3
28/07/2019,en,SVK,2
28/07/2019,en,SWE,2
28/07/2019,en,SYR,1
28/07/2019,en,THA,1
28/07/2019,en,TUR,3
28/07/2019,en,TWN,1
28/07/2019,en,UGA,4
28/07/2019,en,USA,1180
28/07/2019,en,YEM,1
28/07/2019,en,ZAF,3
28/07/2019,en,ZWE,3
28/07/2019,fr,,3
28/07/2019,fr,FRA,2
28/07/2019,fr,JPN,1
28/07/2019,fr,TCD,1
28/07/2019,fr,USA,2
4/08/2019,ar,,118
4/08/2019,ar,AFG,1
4/08/2019,ar,ARE,2
4/08/2019,ar,BEL,2
4/08/2019,ar,CHE,2
4/08/2019,ar,DZA,3
4/08/2019,ar,EGY,18
4/08/2019,ar,GBR,10
4/08/2019,ar,IRN,3
4/08/2019,ar,IRQ,3
4/08/2019,ar,KWT,6
4/08/2019,ar,LBN,4
4/08/2019,ar,LBY,2
4/08/2019,ar,MEX,1
4/08/2019,ar,OMN,2
4/08/2019,ar,PSE,3
4/08/2019,ar,SAU,6
4/08/2019,ar,SDN,1
4/08/2019,ar,SWE,1
4/08/2019,ar,SYR,8
4/08/2019,ar,TUR,1
4/08/2019,ar,USA,4
4/08/2019,ar,YEM,10
4/08/2019,en,,3194
4/08/2019,en,ABW,1
4/08/2019,en,AFG,8
4/08/2019,en,ARE,6
4/08/2019,en,ARG,4
4/08/2019,en,ATA,2
4/08/2019,en,AUS,5
4/08/2019,en,AUT,1
4/08/2019,en,BEL,4
4/08/2019,en,BHS,1
4/08/2019,en,BIH,2
4/08/2019,en,BRA,7
4/08/2019,en,BTN,1
4/08/2019,en,CAN,18
4/08/2019,en,CHE,3
4/08/2019,en,CHN,4
4/08/2019,en,COL,10
4/08/2019,en,CRI,2
4/08/2019,en,CZE,1
4/08/2019,en,DEU,15
4/08/2019,en,DNK,7
4/08/2019,en,ECU,1
4/08/2019,en,ESP,7
4/08/2019,en,EST,1
4/08/2019,en,ETH,1
4/08/2019,en,FIN,15
4/08/2019,en,FRA,7
4/08/2019,en,GBR,41
4/08/2019,en,GGY,1
4/08/2019,en,GHA,3
4/08/2019,en,GRC,2
4/08/2019,en,GUY,2
4/08/2019,en,HKG,2
4/08/2019,en,HTI,3
4/08/2019,en,HUN,1
4/08/2019,en,IDN,16
4/08/2019,en,IMN,1
4/08/2019,en,IND,12
4/08/2019,en,IRL,4
4/08/2019,en,IRN,6
4/08/2019,en,IRQ,2
4/08/2019,en,ISR,2
4/08/2019,en,ITA,17
4/08/2019,en,JAM,3
4/08/2019,en,JEY,1
4/08/2019,en,JPN,9
4/08/2019,en,KAZ,2
4/08/2019,en,KEN,14
4/08/2019,en,KGZ,1
4/08/2019,en,LAO,1
4/08/2019,en,LBY,1
4/08/2019,en,LUX,1
4/08/2019,en,MAR,10
4/08/2019,en,MCO,1
4/08/2019,en,MEX,8
4/08/2019,en,MKD,1
4/08/2019,en,MNG,1
4/08/2019,en,MYS,2
4/08/2019,en,NAM,1
4/08/2019,en,NGA,8
4/08/2019,en,NLD,8
4/08/2019,en,NOR,5
4/08/2019,en,NPL,3
4/08/2019,en,NZL,2
4/08/2019,en,OMN,1
4/08/2019,en,PAK,3
4/08/2019,en,PHL,6
4/08/2019,en,POL,2
4/08/2019,en,PRT,12
4/08/2019,en,QAT,2
4/08/2019,en,ROU,1
4/08/2019,en,RUS,2
4/08/2019,en,RWA,1
4/08/2019,en,SDN,2
4/08/2019,en,SEN,1
4/08/2019,en,SOM,1
4/08/2019,en,SRB,1
4/08/2019,en,SVN,2
4/08/2019,en,SWE,6
4/08/2019,en,THA,3
4/08/2019,en,TJK,1
4/08/2019,en,TLS,2
4/08/2019,en,TTO,1
4/08/2019,en,TUN,1
4/08/2019,en,TUR,3
4/08/2019,en,TWN,1
4/08/2019,en,UGA,7
4/08/2019,en,USA,5833
4/08/2019,en,VEN,3
4/08/2019,en,VGB,1
4/08/2019,en,YEM,1
4/08/2019,en,ZAF,2
4/08/2019,en,ZWE,3
4/08/2019,fr,,7
4/08/2019,fr,CHE,1
4/08/2019,fr,FRA,5
4/08/2019,fr,GBR,1
4/08/2019,fr,ISR,1
4/08/2019,fr,MAR,3
4/08/2019,fr,MDV,1
4/08/2019,fr,REU,1
11/08/2019,ar,,159
11/08/2019,ar,ARE,1
11/08/2019,ar,AUT,1
11/08/2019,ar,BHR,1
11/08/2019,ar,BRA,1
11/08/2019,ar,CHE,2
11/08/2019,ar,DEU,2
11/08/2019,ar,EGY,16
11/08/2019,ar,ESH,2
11/08/2019,ar,ESP,1
11/08/2019,ar,GBR,5
11/08/2019,ar,IRN,1
11/08/2019,ar,IRQ,5
11/08/2019,ar,KEN,1
11/08/2019,ar,KWT,6
11/08/2019,ar,LBN,3
11/08/2019,ar,LBY,3
11/08/2019,ar,MRT,1
11/08/2019,ar,OMN,2
11/08/2019,ar,PSE,2
11/08/2019,ar,SAU,11
11/08/2019,ar,SDN,1
11/08/2019,ar,SYR,21
11/08/2019,ar,THA,1
11/08/2019,ar,USA,7
11/08/2019,ar,YEM,4
11/08/2019,en,,2331
11/08/2019,en,ABW,1
11/08/2019,en,AFG,5
11/08/2019,en,ARE,2
11/08/2019,en,ARG,2
11/08/2019,en,AUS,8
11/08/2019,en,AUT,1
11/08/2019,en,AZE,1
11/08/2019,en,BEL,9
11/08/2019,en,BFA,1
11/08/2019,en,BHR,1
11/08/2019,en,BMU,1
11/08/2019,en,BRA,6
11/08/2019,en,CAN,17
11/08/2019,en,CHN,5
11/08/2019,en,CMR,3
11/08/2019,en,COD,1
11/08/2019,en,COL,4
11/08/2019,en,CZE,2
11/08/2019,en,DEU,12
11/08/2019,en,DNK,5
11/08/2019,en,DZA,1
11/08/2019,en,ECU,1
11/08/2019,en,EGY,1
11/08/2019,en,ESP,4
11/08/2019,en,EST,1
11/08/2019,en,FIN,16
11/08/2019,en,FRA,8
11/08/2019,en,GBR,19
11/08/2019,en,GHA,7
11/08/2019,en,GRC,6
11/08/2019,en,GTM,1
11/08/2019,en,GUY,1
11/08/2019,en,HTI,1
11/08/2019,en,HUN,2
11/08/2019,en,IDN,4
11/08/2019,en,IND,6
11/08/2019,en,IRL,3
11/08/2019,en,IRN,4
11/08/2019,en,IRQ,3
11/08/2019,en,ISR,2
11/08/2019,en,ITA,10
11/08/2019,en,JAM,2
11/08/2019,en,JPN,5
11/08/2019,en,KAZ,2
11/08/2019,en,KEN,21
11/08/2019,en,KWT,1
11/08/2019,en,LBR,2
11/08/2019,en,LBY,1
11/08/2019,en,LKA,4
11/08/2019,en,MAR,6
11/08/2019,en,MEX,3
11/08/2019,en,MLI,16
11/08/2019,en,NGA,15
11/08/2019,en,NLD,6
11/08/2019,en,NOR,5
11/08/2019,en,NPL,2
11/08/2019,en,PAK,13
11/08/2019,en,PAN,2
11/08/2019,en,PHL,9
11/08/2019,en,PNG,3
11/08/2019,en,POL,2
11/08/2019,en,PRK,2
11/08/2019,en,PRT,2
11/08/2019,en,PRY,2
11/08/2019,en,PSE,2
11/08/2019,en,QAT,3
11/08/2019,en,ROU,2
11/08/2019,en,RUS,1
11/08/2019,en,RWA,3
11/08/2019,en,SAU,1
11/08/2019,en,SEN,1
11/08/2019,en,SGP,1
11/08/2019,en,SLE,1
11/08/2019,en,SOM,2
11/08/2019,en,SVN,3
11/08/2019,en,SWE,5
11/08/2019,en,TUN,1
11/08/2019,en,TUR,5
11/08/2019,en,TWN,2
11/08/2019,en,UGA,3
11/08/2019,en,UKR,1
11/08/2019,en,URY,1
11/08/2019,en,USA,4787
11/08/2019,en,VEN,4
11/08/2019,en,ZAF,2
11/08/2019,en,ZWE,1
11/08/2019,fr,,1
11/08/2019,fr,CAN,3
11/08/2019,fr,FRA,5
11/08/2019,fr,MAR,2
11/08/2019,fr,MDV,1
18/08/2019,ar,,291
18/08/2019,ar,AFG,2
18/08/2019,ar,ARE,8
18/08/2019,ar,BGD,1
18/08/2019,ar,BRA,1
18/08/2019,ar,CYP,1
18/08/2019,ar,DNK,1
18/08/2019,ar,EGY,33
18/08/2019,ar,ESP,2
18/08/2019,ar,FIN,1
18/08/2019,ar,FRA,2
18/08/2019,ar,GBR,16
18/08/2019,ar,IRN,2
18/08/2019,ar,IRQ,6
18/08/2019,ar,ISR,1
18/08/2019,ar,ITA,1
18/08/2019,ar,KWT,8
18/08/2019,ar,LBN,4
18/08/2019,ar,LBY,5
18/08/2019,ar,MAR,2
18/08/2019,ar,OMN,5
18/08/2019,ar,PSE,20
18/08/2019,ar,QAT,2
18/08/2019,ar,SAU,18
18/08/2019,ar,SDN,2
18/08/2019,ar,SYR,39
18/08/2019,ar,TCD,1
18/08/2019,ar,TUR,7
18/08/2019,ar,UKR,1
18/08/2019,ar,USA,10
18/08/2019,ar,YEM,33
18/08/2019,en,,3216
18/08/2019,en,AFG,8
18/08/2019,en,ARE,2
18/08/2019,en,ARG,1
18/08/2019,en,AUS,3
18/08/2019,en,BEL,6
18/08/2019,en,BHR,1
18/08/2019,en,BHS,4
18/08/2019,en,BMU,1
18/08/2019,en,BRA,10
18/08/2019,en,BWA,3
18/08/2019,en,CAN,24
18/08/2019,en,CHE,5
18/08/2019,en,CHL,2
18/08/2019,en,CHN,2
18/08/2019,en,CMR,10
18/08/2019,en,COL,4
18/08/2019,en,CRI,1
18/08/2019,en,CYM,1
18/08/2019,en,CYP,2
18/08/2019,en,DEU,22
18/08/2019,en,DJI,1
18/08/2019,en,DNK,6
18/08/2019,en,DZA,1
18/08/2019,en,ECU,1
18/08/2019,en,ESP,8
18/08/2019,en,EST,2
18/08/2019,en,ETH,6
18/08/2019,en,FIN,29
18/08/2019,en,FJI,5
18/08/2019,en,FRA,15
18/08/2019,en,GBR,56
18/08/2019,en,GHA,24
18/08/2019,en,GRC,6
18/08/2019,en,GRL,1
18/08/2019,en,HKG,8
18/08/2019,en,HND,1
18/08/2019,en,HTI,2
18/08/2019,en,HUN,3
18/08/2019,en,IDN,15
18/08/2019,en,IND,42
18/08/2019,en,IRN,7
18/08/2019,en,IRQ,9
18/08/2019,en,ISR,1
18/08/2019,en,ITA,6
18/08/2019,en,JAM,10
18/08/2019,en,JOR,1
18/08/2019,en,JPN,9
18/08/2019,en,KAZ,1
18/08/2019,en,KEN,29
18/08/2019,en,KHM,3
18/08/2019,en,KOR,1
18/08/2019,en,LAO,2
18/08/2019,en,LBN,2
18/08/2019,en,LBY,4
18/08/2019,en,LKA,2
18/08/2019,en,LSO,1
18/08/2019,en,LUX,7
18/08/2019,en,MAR,1
18/08/2019,en,MDG,2
18/08/2019,en,MEX,5
18/08/2019,en,MKD,1
18/08/2019,en,MLI,11
18/08/2019,en,MLT,2
18/08/2019,en,MMR,4
18/08/2019,en,MNG,1
18/08/2019,en,MSR,1
18/08/2019,en,MWI,1
18/08/2019,en,MYS,1
18/08/2019,en,NAM,6
18/08/2019,en,NGA,18
18/08/2019,en,NLD,3
18/08/2019,en,NOR,4
18/08/2019,en,NPL,1
18/08/2019,en,NZL,2
18/08/2019,en,OMN,2
18/08/2019,en,PAK,18
18/08/2019,en,PHL,25
18/08/2019,en,POL,1
18/08/2019,en,PRI,1
18/08/2019,en,PRK,1
18/08/2019,en,PRT,6
18/08/2019,en,PRY,2
18/08/2019,en,PYF,1
18/08/2019,en,QAT,11
18/08/2019,en,ROU,1
18/08/2019,en,RUS,1
18/08/2019,en,RWA,2
18/08/2019,en,SAU,3
18/08/2019,en,SEN,5
18/08/2019,en,SLE,1
18/08/2019,en,SOM,12
18/08/2019,en,SRB,1
18/08/2019,en,SVN,2
18/08/2019,en,SWE,7
18/08/2019,en,SYR,4
18/08/2019,en,TCD,1
18/08/2019,en,THA,3
18/08/2019,en,TUR,5
18/08/2019,en,UGA,14
18/08/2019,en,UKR,3
18/08/2019,en,USA,6955
18/08/2019,en,VEN,8
18/08/2019,en,VIR,1
18/08/2019,en,YEM,1
18/08/2019,en,ZAF,9
18/08/2019,en,ZMB,3
18/08/2019,en,ZWE,6
18/08/2019,fr,,22
18/08/2019,fr,BEL,1
18/08/2019,fr,BEN,1
18/08/2019,fr,FRA,12
18/08/2019,fr,ISR,1
18/08/2019,fr,MAR,1
18/08/2019,fr,SVN,1
25/08/2019,ar,,269
25/08/2019,ar,ARE,3
25/08/2019,ar,AUS,1
25/08/2019,ar,CHE,1
25/08/2019,ar,DEU,2
25/08/2019,ar,EGY,21
25/08/2019,ar,ESP,1
25/08/2019,ar,FIN,1
25/08/2019,ar,GBR,10
25/08/2019,ar,IRN,2
25/08/2019,ar,IRQ,3
25/08/2019,ar,ISR,2
25/08/2019,ar,KWT,3
25/08/2019,ar,LBN,8
25/08/2019,ar,LBY,3
25/08/2019,ar,MYS,1
25/08/2019,ar,NLD,1
25/08/2019,ar,OMN,5
25/08/2019,ar,PSE,4
25/08/2019,ar,SAU,12
25/08/2019,ar,SYR,31
25/08/2019,ar,TUR,3
25/08/2019,ar,UKR,1
25/08/2019,ar,USA,5
25/08/2019,ar,YEM,45
25/08/2019,en,,4175
25/08/2019,en,AFG,10
25/08/2019,en,ALB,1
25/08/2019,en,ARE,7
25/08/2019,en,ARG,2
25/08/2019,en,AUS,8
25/08/2019,en,AUT,3
25/08/2019,en,BDI,1
25/08/2019,en,BEL,5
25/08/2019,en,BHS,2
25/08/2019,en,BMU,1
25/08/2019,en,BOL,1
25/08/2019,en,BRA,13
25/08/2019,en,BRB,1
25/08/2019,en,BRN,1
25/08/2019,en,BWA,2
25/08/2019,en,CAF,1
25/08/2019,en,CAN,31
25/08/2019,en,CHE,3
25/08/2019,en,CHL,2
25/08/2019,en,CHN,5
25/08/2019,en,CMR,24
25/08/2019,en,COD,1
25/08/2019,en,CUB,1
25/08/2019,en,CYP,1
25/08/2019,en,CZE,1
25/08/2019,en,DEU,25
25/08/2019,en,DMA,1
25/08/2019,en,DNK,14
25/08/2019,en,ECU,1
25/08/2019,en,ESP,11
25/08/2019,en,ETH,6
25/08/2019,en,FIN,28
25/08/2019,en,FJI,2
25/08/2019,en,FRA,28
25/08/2019,en,GBR,76
25/08/2019,en,GGY,2
25/08/2019,en,GHA,12
25/08/2019,en,GMB,1
25/08/2019,en,GRC,2
25/08/2019,en,GTM,2
25/08/2019,en,GUY,1
25/08/2019,en,HKG,5
25/08/2019,en,HRV,1
25/08/2019,en,HUN,1
25/08/2019,en,IDN,34
25/08/2019,en,IMN,1
25/08/2019,en,IND,84
25/08/2019,en,IRL,7
25/08/2019,en,IRN,17
25/08/2019,en,IRQ,4
25/08/2019,en,ITA,7
25/08/2019,en,JAM,2
25/08/2019,en,JOR,1
25/08/2019,en,JPN,24
25/08/2019,en,KAZ,2
25/08/2019,en,KEN,10
25/08/2019,en,KHM,1
25/08/2019,en,KOR,3
25/08/2019,en,LBY,2
25/08/2019,en,LKA,1
25/08/2019,en,LSO,1
25/08/2019,en,LUX,4
25/08/2019,en,LVA,3
25/08/2019,en,MAR,4
25/08/2019,en,MEX,12
25/08/2019,en,MLI,2
25/08/2019,en,MLT,2
25/08/2019,en,MMR,7
25/08/2019,en,MNG,2
25/08/2019,en,MSR,3
25/08/2019,en,MYS,7
25/08/2019,en,NAM,2
25/08/2019,en,NGA,17
25/08/2019,en,NLD,7
25/08/2019,en,NOR,9
25/08/2019,en,NPL,15
25/08/2019,en,NZL,2
25/08/2019,en,OMN,3
25/08/2019,en,PAK,11
25/08/2019,en,PER,1
25/08/2019,en,PHL,21
25/08/2019,en,PLW,1
25/08/2019,en,POL,5
25/08/2019,en,PRI,1
25/08/2019,en,PRT,3
25/08/2019,en,PSE,5
25/08/2019,en,PYF,1
25/08/2019,en,QAT,4
25/08/2019,en,REU,1
25/08/2019,en,RUS,1
25/08/2019,en,RWA,2
25/08/2019,en,SAU,2
25/08/2019,en,SDN,1
25/08/2019,en,SEN,4
25/08/2019,en,SOM,10
25/08/2019,en,SVN,2
25/08/2019,en,SWE,14
25/08/2019,en,SWZ,4
25/08/2019,en,SYR,1
25/08/2019,en,TCD,2
25/08/2019,en,THA,1
25/08/2019,en,TUN,1
25/08/2019,en,TUR,10
25/08/2019,en,TWN,4
25/08/2019,en,UGA,8
25/08/2019,en,UKR,5
25/08/2019,en,USA,9930
25/08/2019,en,VEN,4
25/08/2019,en,ZAF,20
25/08/2019,en,ZMB,3
25/08/2019,en,ZWE,16
25/08/2019,fr,,19
25/08/2019,fr,BEL,4
25/08/2019,fr,CHE,2
25/08/2019,fr,CMR,2
25/08/2019,fr,COG,1
25/08/2019,fr,FRA,16
25/08/2019,fr,MEX,1
25/08/2019,fr,SEN,1
25/08/2019,fr,TUR,1
25/08/2019,fr,USA,1
1/09/2019,ar,,388
1/09/2019,ar,AFG,1
1/09/2019,ar,ARE,9
1/09/2019,ar,AUS,1
1/09/2019,ar,AUT,1
1/09/2019,ar,AZE,2
1/09/2019,ar,BEL,1
1/09/2019,ar,BGD,1
1/09/2019,ar,BRA,2
1/09/2019,ar,CAN,1
1/09/2019,ar,CHE,2
1/09/2019,ar,CHN,1
1/09/2019,ar,DEU,2
1/09/2019,ar,EGY,62
1/09/2019,ar,FIN,1
1/09/2019,ar,GBR,14
1/09/2019,ar,IRQ,7
1/09/2019,ar,JOR,1
1/09/2019,ar,KWT,13
1/09/2019,ar,LBN,42
1/09/2019,ar,LBY,2
1/09/2019,ar,MAR,2
1/09/2019,ar,MRT,1
1/09/2019,ar,NLD,1
1/09/2019,ar,NOR,1
1/09/2019,ar,NPL,1
1/09/2019,ar,OMN,6
1/09/2019,ar,PSE,5
1/09/2019,ar,QAT,1
1/09/2019,ar,RUS,3
1/09/2019,ar,SAU,18
1/09/2019,ar,SDN,2
1/09/2019,ar,SWE,1
1/09/2019,ar,SYR,38
1/09/2019,ar,TUN,1
1/09/2019,ar,TUR,11
1/09/2019,ar,USA,10
1/09/2019,ar,YEM,130
1/09/2019,en,,4102
1/09/2019,en,AFG,8
1/09/2019,en,ALB,2
1/09/2019,en,ARE,2
1/09/2019,en,ARG,1
1/09/2019,en,ARM,1
1/09/2019,en,ATA,2
1/09/2019,en,AUS,6
1/09/2019,en,AUT,3
1/09/2019,en,BEL,11
1/09/2019,en,BHR,2
1/09/2019,en,BHS,4
1/09/2019,en,BLR,2
1/09/2019,en,BMU,1
1/09/2019,en,BRA,27
1/09/2019,en,BTN,1
1/09/2019,en,BWA,2
1/09/2019,en,CAN,37
1/09/2019,en,CHE,11
1/09/2019,en,CHL,3
1/09/2019,en,CHN,19
1/09/2019,en,CMR,7
1/09/2019,en,COD,1
1/09/2019,en,COG,1
1/09/2019,en,COL,4
1/09/2019,en,CPV,1
1/09/2019,en,CZE,2
1/09/2019,en,DEU,22
1/09/2019,en,DNK,4
1/09/2019,en,DZA,1
1/09/2019,en,EGY,5
1/09/2019,en,ESP,11
1/09/2019,en,EST,1
1/09/2019,en,ETH,8
1/09/2019,en,FIN,19
1/09/2019,en,FJI,2
1/09/2019,en,FRA,18
1/09/2019,en,GBR,66
1/09/2019,en,GEO,1
1/09/2019,en,GHA,8
1/09/2019,en,GNB,1
1/09/2019,en,GRC,5
1/09/2019,en,HKG,7
1/09/2019,en,HUN,1
1/09/2019,en,IDN,16
1/09/2019,en,IND,52
1/09/2019,en,IRL,5
1/09/2019,en,IRN,6
1/09/2019,en,IRQ,1
1/09/2019,en,ISL,2
1/09/2019,en,ISR,1
1/09/2019,en,ITA,2
1/09/2019,en,JPN,8
1/09/2019,en,KAZ,3
1/09/2019,en,KEN,6
1/09/2019,en,KHM,5
1/09/2019,en,KOR,4
1/09/2019,en,KWT,1
1/09/2019,en,LBN,4
1/09/2019,en,LBY,1
1/09/2019,en,LIE,2
1/09/2019,en,MAR,2
1/09/2019,en,MDG,2
1/09/2019,en,MDV,2
1/09/2019,en,MEX,4
1/09/2019,en,MLT,2
1/09/2019,en,MNG,2
1/09/2019,en,MYS,1
1/09/2019,en,NAM,12
1/09/2019,en,NGA,25
1/09/2019,en,NLD,10
1/09/2019,en,NOR,9
1/09/2019,en,NPL,6
1/09/2019,en,NZL,4
1/09/2019,en,OMN,2
1/09/2019,en,PAK,9
1/09/2019,en,PAN,1
1/09/2019,en,PER,1
1/09/2019,en,PHL,6
1/09/2019,en,POL,5
1/09/2019,en,PRT,8
1/09/2019,en,QAT,4
1/09/2019,en,ROU,2
1/09/2019,en,RUS,5
1/09/2019,en,RWA,1
1/09/2019,en,SAU,9
1/09/2019,en,SEN,2
1/09/2019,en,SGP,1
1/09/2019,en,SOM,7
1/09/2019,en,SSD,1
1/09/2019,en,SVN,1
1/09/2019,en,SWE,8
1/09/2019,en,SYR,9
1/09/2019,en,THA,3
1/09/2019,en,TUR,4
1/09/2019,en,TWN,4
1/09/2019,en,TZA,1
1/09/2019,en,UGA,1
1/09/2019,en,UKR,3
1/09/2019,en,USA,8411
1/09/2019,en,VAT,1
1/09/2019,en,VEN,5
1/09/2019,en,VNM,1
1/09/2019,en,VUT,1
1/09/2019,en,YEM,39
1/09/2019,en,ZAF,37
1/09/2019,en,ZWE,29
1/09/2019,fr,,24
1/09/2019,fr,BEN,1
1/09/2019,fr,BFA,1
1/09/2019,fr,CMR,2
1/09/2019,fr,COD,1
1/09/2019,fr,COG,1
1/09/2019,fr,FIN,1
1/09/2019,fr,FRA,9
1/09/2019,fr,GBR,1
1/09/2019,fr,GUF,1
1/09/2019,fr,ISR,1
1/09/2019,fr,KHM,1
1/09/2019,fr,MAR,1
1/09/2019,fr,SEN,2
1/09/2019,fr,USA,3
8/09/2019,ar,,30
8/09/2019,ar,EGY,2
8/09/2019,ar,GBR,1
8/09/2019,ar,JOR,2
8/09/2019,ar,KWT,4
8/09/2019,ar,PSE,1
8/09/2019,ar,SAU,1
8/09/2019,ar,SYR,5
8/09/2019,ar,TUR,1
8/09/2019,ar,USA,2
8/09/2019,ar,YEM,10
8/09/2019,en,,1465
8/09/2019,en,AFG,8
8/09/2019,en,AGO,1
8/09/2019,en,ATA,1
8/09/2019,en,AUS,3
8/09/2019,en,AUT,1
8/09/2019,en,BHR,1
8/09/2019,en,BOL,1
8/09/2019,en,BRA,4
8/09/2019,en,BWA,2
8/09/2019,en,CAN,12
8/09/2019,en,CHE,9
8/09/2019,en,CHN,5
8/09/2019,en,CMR,4
8/09/2019,en,COG,1
8/09/2019,en,COL,1
8/09/2019,en,CYM,2
