Week starting,Language,Country code,Tweets
8/09/2019,en,CYP,1
8/09/2019,en,CZE,1
8/09/2019,en,DEU,11
8/09/2019,en,DNK,3
8/09/2019,en,ESP,1
8/09/2019,en,ETH,2
8/09/2019,en,FIN,8
8/09/2019,en,FRA,5
8/09/2019,en,GBR,28
8/09/2019,en,GRC,2
8/09/2019,en,HKG,6
8/09/2019,en,HND,1
8/09/2019,en,HUN,2
8/09/2019,en,IDN,13
8/09/2019,en,IND,26
8/09/2019,en,IRL,2
8/09/2019,en,IRN,4
8/09/2019,en,ISL,1
8/09/2019,en,ITA,6
8/09/2019,en,JPN,1
8/09/2019,en,KEN,2
8/09/2019,en,KHM,1
8/09/2019,en,LBY,1
8/09/2019,en,LKA,1
8/09/2019,en,LUX,1
8/09/2019,en,MAR,1
8/09/2019,en,MDG,1
8/09/2019,en,MDV,1
8/09/2019,en,MEX,3
8/09/2019,en,MKD,1
8/09/2019,en,MLI,1
8/09/2019,en,MLT,1
8/09/2019,en,MMR,1
8/09/2019,en,MWI,1
8/09/2019,en,MYS,1
8/09/2019,en,NGA,11
8/09/2019,en,NLD,1
8/09/2019,en,NPL,6
8/09/2019,en,PAK,13
8/09/2019,en,PAN,1
8/09/2019,en,PHL,7
8/09/2019,en,PRT,3
8/09/2019,en,RUS,1
8/09/2019,en,RWA,1
8/09/2019,en,SAU,1
8/09/2019,en,SOM,1
8/09/2019,en,SVN,1
8/09/2019,en,SWE,2
8/09/2019,en,SYR,1
8/09/2019,en,TUR,3
8/09/2019,en,TZA,2
8/09/2019,en,UKR,1
8/09/2019,en,URY,1
8/09/2019,en,USA,3237
8/09/2019,en,VEN,5
8/09/2019,en,VNM,1
8/09/2019,en,WSM,1
8/09/2019,en,ZAF,6
8/09/2019,en,ZWE,13
8/09/2019,fr,,10
8/09/2019,fr,CAN,1
8/09/2019,fr,COG,1
8/09/2019,fr,DZA,1
8/09/2019,fr,FRA,6
8/09/2019,fr,ITA,1
11/08/2019,en,HND,2
11/08/2019,en,HRV,2
11/08/2019,en,HTI,8
11/08/2019,en,HUN,5
11/08/2019,en,IDN,5
11/08/2019,en,IMN,1
11/08/2019,en,IND,17
11/08/2019,en,IRL,4
11/08/2019,en,IRN,18
11/08/2019,en,IRQ,16
11/08/2019,en,ISR,6
11/08/2019,en,ITA,43
11/08/2019,en,JAM,2
11/08/2019,en,JEY,1
11/08/2019,en,JPN,52
11/08/2019,en,KAZ,6
11/08/2019,en,KEN,3
11/08/2019,en,KGZ,1
11/08/2019,en,KOR,6
11/08/2019,en,KWT,1
11/08/2019,en,LBN,5
11/08/2019,en,LBR,8
11/08/2019,en,LBY,1
11/08/2019,en,LKA,1
11/08/2019,en,LVA,2
11/08/2019,en,MAC,1
11/08/2019,en,MAR,5
11/08/2019,en,MDG,3
11/08/2019,en,MEX,32
11/08/2019,en,MLI,56
11/08/2019,en,MMR,4
11/08/2019,en,MNG,2
11/08/2019,en,MRT,2
11/08/2019,en,MTQ,2
11/08/2019,en,MYS,6
11/08/2019,en,NAM,1
11/08/2019,en,NCL,1
11/08/2019,en,NGA,17
11/08/2019,en,NLD,16
11/08/2019,en,NOR,10
11/08/2019,en,NPL,11
11/08/2019,en,PAK,14
11/08/2019,en,PAN,8
11/08/2019,en,PHL,24
11/08/2019,en,PNG,3
11/08/2019,en,POL,4
11/08/2019,en,PRI,1
11/08/2019,en,PRK,2
11/08/2019,en,PRT,23
11/08/2019,en,PRY,2
11/08/2019,en,PSE,4
11/08/2019,en,PYF,2
11/08/2019,en,QAT,2
11/08/2019,en,ROU,4
11/08/2019,en,RUS,13
11/08/2019,en,RWA,1
11/08/2019,en,SAU,8
11/08/2019,en,SEN,5
11/08/2019,en,SGP,1
11/08/2019,en,SLE,1
11/08/2019,en,SLV,1
11/08/2019,en,SOM,4
11/08/2019,en,SRB,1
11/08/2019,en,SSD,5
11/08/2019,en,SVN,1
11/08/2019,en,SWE,29
11/08/2019,en,SYR,4
11/08/2019,en,TCD,2
11/08/2019,en,THA,10
11/08/2019,en,TUN,3
11/08/2019,en,TUR,4
11/08/2019,en,TWN,6
11/08/2019,en,TZA,1
11/08/2019,en,UGA,1
11/08/2019,en,UKR,2
11/08/2019,en,URY,5
11/08/2019,en,USA,37199
11/08/2019,en,UZB,1
11/08/2019,en,VEN,2
11/08/2019,en,VIR,1
11/08/2019,en,VNM,2
11/08/2019,en,YEM,5
11/08/2019,en,ZAF,5
11/08/2019,en,ZWE,9
11/08/2019,en,,23624
11/08/2019,fr,ALB,1
11/08/2019,fr,BEL,1
11/08/2019,fr,CAN,3
11/08/2019,fr,FRA,34
11/08/2019,fr,GBR,2
11/08/2019,fr,IRQ,1
11/08/2019,fr,MAR,2
11/08/2019,fr,OMN,1
11/08/2019,fr,USA,2
11/08/2019,fr,,40
18/08/2019,ar,AFG,5
18/08/2019,ar,ARE,3
18/08/2019,ar,ARG,1
18/08/2019,ar,BGD,1
18/08/2019,ar,BHR,1
18/08/2019,ar,BRA,2
18/08/2019,ar,CAN,1
18/08/2019,ar,CHN,1
18/08/2019,ar,CYP,1
18/08/2019,ar,DEU,2
18/08/2019,ar,DNK,2
18/08/2019,ar,DZA,4
18/08/2019,ar,EGY,16
18/08/2019,ar,ESP,6
18/08/2019,ar,FIN,1
18/08/2019,ar,FRA,5
18/08/2019,ar,GBR,1
18/08/2019,ar,IRN,11
18/08/2019,ar,IRQ,26
18/08/2019,ar,ISR,2
18/08/2019,ar,ITA,2
18/08/2019,ar,JPN,1
18/08/2019,ar,LBN,5
18/08/2019,ar,LBY,3
18/08/2019,ar,MAR,2
18/08/2019,ar,MRT,1
18/08/2019,ar,NLD,1
18/08/2019,ar,NOR,2
18/08/2019,ar,OMN,1
18/08/2019,ar,PAK,4
18/08/2019,ar,PSE,26
18/08/2019,ar,QAT,6
18/08/2019,ar,SAU,8
18/08/2019,ar,SDN,1
18/08/2019,ar,SWE,1
18/08/2019,ar,SYR,16
18/08/2019,ar,TCD,1
18/08/2019,ar,TUN,1
18/08/2019,ar,TUR,13
18/08/2019,ar,UKR,1
18/08/2019,ar,USA,22
18/08/2019,ar,VAT,1
18/08/2019,ar,YEM,959
18/08/2019,ar,,1662
18/08/2019,en,AFG,8
18/08/2019,en,ALB,5
18/08/2019,en,ARE,6
18/08/2019,en,ARG,2
18/08/2019,en,ARM,1
18/08/2019,en,ATA,4
18/08/2019,en,AUS,7
18/08/2019,en,AUT,4
18/08/2019,en,AZE,3
18/08/2019,en,BEL,8
18/08/2019,en,BEN,1
18/08/2019,en,BFA,2
18/08/2019,en,BGR,1
18/08/2019,en,BHR,1
18/08/2019,en,BHS,1
18/08/2019,en,BIH,3
18/08/2019,en,BOL,1
18/08/2019,en,BRA,24
18/08/2019,en,BTN,1
18/08/2019,en,CAF,4
18/08/2019,en,CAN,21
18/08/2019,en,CHE,8
18/08/2019,en,CHL,2
18/08/2019,en,CHN,10
18/08/2019,en,CMR,33
18/08/2019,en,COD,1
18/08/2019,en,COG,3
18/08/2019,en,COL,2
18/08/2019,en,CRI,1
18/08/2019,en,CUB,1
18/08/2019,en,CYP,3
18/08/2019,en,CZE,7
18/08/2019,en,DEU,26
18/08/2019,en,DJI,2
18/08/2019,en,DZA,3
18/08/2019,en,ECU,12
18/08/2019,en,EGY,2
18/08/2019,en,ESP,17
18/08/2019,en,EST,2
18/08/2019,en,ETH,4
18/08/2019,en,FIN,27
18/08/2019,en,FJI,1
18/08/2019,en,FRA,34
18/08/2019,en,GBR,69
18/08/2019,en,GGY,1
18/08/2019,en,GHA,2
18/08/2019,en,GRC,6
18/08/2019,en,GRD,1
18/08/2019,en,GTM,1
18/08/2019,en,HKG,12
18/08/2019,en,HND,5
18/08/2019,en,HRV,2
18/08/2019,en,HTI,6
18/08/2019,en,HUN,1
18/08/2019,en,IDN,6
18/08/2019,en,IND,76
18/08/2019,en,IRL,1
18/08/2019,en,IRN,32
18/08/2019,en,IRQ,6
18/08/2019,en,ISR,7
18/08/2019,en,ITA,46
18/08/2019,en,JAM,2
18/08/2019,en,JOR,1
18/08/2019,en,JPN,41
18/08/2019,en,KAZ,2
18/08/2019,en,KEN,21
18/08/2019,en,KGZ,2
18/08/2019,en,KHM,4
18/08/2019,en,KOR,7
18/08/2019,en,KWT,3
18/08/2019,en,LAO,4
18/08/2019,en,LBN,8
18/08/2019,en,LBR,1
18/08/2019,en,LBY,4
18/08/2019,en,LKA,1
18/08/2019,en,LSO,2
18/08/2019,en,LTU,3
18/08/2019,en,LUX,11
18/08/2019,en,LVA,2
18/08/2019,en,MAR,3
18/08/2019,en,MDG,1
18/08/2019,en,MEX,18
18/08/2019,en,MKD,2
18/08/2019,en,MLI,48
18/08/2019,en,MLT,2
18/08/2019,en,MMR,11
18/08/2019,en,MNE,1
18/08/2019,en,MNG,3
18/08/2019,en,MNP,1
18/08/2019,en,MSR,1
18/08/2019,en,NAM,14
18/08/2019,en,NGA,17
18/08/2019,en,NIC,2
18/08/2019,en,NIU,1
18/08/2019,en,NLD,9
18/08/2019,en,NOR,3
18/08/2019,en,NPL,6
18/08/2019,en,NRU,1
18/08/2019,en,NZL,5
18/08/2019,en,OMN,3
18/08/2019,en,PAK,100
18/08/2019,en,PAN,1
18/08/2019,en,PHL,114
18/08/2019,en,POL,1
18/08/2019,en,PRI,2
18/08/2019,en,PRK,2
18/08/2019,en,PRT,14
18/08/2019,en,PRY,3
18/08/2019,en,PSE,2
18/08/2019,en,PYF,1
18/08/2019,en,QAT,4
18/08/2019,en,ROU,1
18/08/2019,en,RUS,1
18/08/2019,en,RWA,1
18/08/2019,en,SAU,7
18/08/2019,en,SDN,1
18/08/2019,en,SEN,18
18/08/2019,en,SLB,1
18/08/2019,en,SOM,37
18/08/2019,en,SRB,2
18/08/2019,en,SVK,2
18/08/2019,en,SVN,3
18/08/2019,en,SWE,24
18/08/2019,en,SYR,11
18/08/2019,en,TCD,3
18/08/2019,en,THA,6
18/08/2019,en,TKM,1
18/08/2019,en,TLS,1
18/08/2019,en,TUN,2
18/08/2019,en,TUR,6
18/08/2019,en,TWN,5
18/08/2019,en,TZA,2
18/08/2019,en,UGA,3
18/08/2019,en,UKR,5
18/08/2019,en,URY,1
18/08/2019,en,USA,32007
18/08/2019,en,VEN,3
18/08/2019,en,VIR,1
18/08/2019,en,VNM,1
18/08/2019,en,YEM,5
18/08/2019,en,ZAF,33
18/08/2019,en,ZMB,5
18/08/2019,en,ZWE,11
18/08/2019,en,,17922
18/08/2019,fr,BEL,6
18/08/2019,fr,BEN,1
18/08/2019,fr,BHR,1
18/08/2019,fr,CHE,2
18/08/2019,fr,COD,4
18/08/2019,fr,DEU,1
18/08/2019,fr,ESP,1
18/08/2019,fr,FIN,4
18/08/2019,fr,FRA,70
18/08/2019,fr,GBR,3
18/08/2019,fr,GLP,1
18/08/2019,fr,GRC,1
18/08/2019,fr,ISR,1
18/08/2019,fr,ITA,2
18/08/2019,fr,JPN,1
18/08/2019,fr,KOR,1
18/08/2019,fr,MAR,1
18/08/2019,fr,SSD,1
18/08/2019,fr,SVN,1
18/08/2019,fr,TCD,1
18/08/2019,fr,TGO,1
18/08/2019,fr,USA,4
18/08/2019,fr,,88
25/08/2019,ar,AFG,3
25/08/2019,ar,ARE,5
25/08/2019,ar,ARG,1
25/08/2019,ar,AUT,1
25/08/2019,ar,BEL,1
25/08/2019,ar,BGD,1
25/08/2019,ar,BHR,2
25/08/2019,ar,BIH,1
25/08/2019,ar,CHN,1
25/08/2019,ar,COL,1
25/08/2019,ar,COM,1
25/08/2019,ar,CZE,1
25/08/2019,ar,DEU,5
25/08/2019,ar,DZA,1
25/08/2019,ar,EGY,9
25/08/2019,ar,ESP,5
25/08/2019,ar,ETH,1
25/08/2019,ar,FIN,4
25/08/2019,ar,FRA,6
25/08/2019,ar,GBR,2
25/08/2019,ar,IDN,1
25/08/2019,ar,IND,1
25/08/2019,ar,IRN,10
25/08/2019,ar,IRQ,11
25/08/2019,ar,ISR,1
25/08/2019,ar,ITA,1
25/08/2019,ar,JPN,2
25/08/2019,ar,KEN,1
25/08/2019,ar,KOR,1
25/08/2019,ar,KWT,1
25/08/2019,ar,LBN,25
25/08/2019,ar,MAR,3
25/08/2019,ar,MYS,1
25/08/2019,ar,NER,1
25/08/2019,ar,NLD,2
25/08/2019,ar,OMN,4
25/08/2019,ar,PHL,1
25/08/2019,ar,PSE,5
25/08/2019,ar,QAT,4
25/08/2019,ar,SAU,10
25/08/2019,ar,SDN,1
25/08/2019,ar,SWE,1
25/08/2019,ar,SYR,11
25/08/2019,ar,TCD,1
25/08/2019,ar,TUN,4
25/08/2019,ar,TUR,3
25/08/2019,ar,UKR,1
25/08/2019,ar,URY,1
25/08/2019,ar,USA,28
25/08/2019,ar,YEM,889
25/08/2019,ar,,1667
25/08/2019,en,ABW,2
25/08/2019,en,AFG,25
25/08/2019,en,AGO,3
25/08/2019,en,ALB,8
25/08/2019,en,AND,3
25/08/2019,en,ARE,18
25/08/2019,en,ARG,5
25/08/2019,en,ARM,1
25/08/2019,en,ATA,2
25/08/2019,en,ATG,1
25/08/2019,en,AUS,19
25/08/2019,en,AUT,6
25/08/2019,en,AZE,3
25/08/2019,en,BEL,13
25/08/2019,en,BFA,5
25/08/2019,en,BGD,2
25/08/2019,en,BGR,1
25/08/2019,en,BHR,3
25/08/2019,en,BHS,1
25/08/2019,en,BIH,1
25/08/2019,en,BOL,3
25/08/2019,en,BRA,23
25/08/2019,en,BRB,1
25/08/2019,en,BRN,3
25/08/2019,en,BTN,4
25/08/2019,en,BWA,1
25/08/2019,en,CAF,4
25/08/2019,en,CAN,40
25/08/2019,en,CHE,21
25/08/2019,en,CHL,3
25/08/2019,en,CHN,31
25/08/2019,en,CIV,1
25/08/2019,en,CMR,57
25/08/2019,en,COD,5
25/08/2019,en,COG,8
25/08/2019,en,COL,10
25/08/2019,en,COM,1
25/08/2019,en,CPV,3
25/08/2019,en,CRI,1
25/08/2019,en,CUB,2
25/08/2019,en,CYP,5
25/08/2019,en,CZE,5
25/08/2019,en,DEU,43
25/08/2019,en,DJI,3
25/08/2019,en,DMA,2
25/08/2019,en,DNK,1
25/08/2019,en,DOM,1
25/08/2019,en,DZA,18
25/08/2019,en,ECU,20
25/08/2019,en,EGY,8
25/08/2019,en,ERI,1
25/08/2019,en,ESP,35
25/08/2019,en,EST,2
25/08/2019,en,ETH,9
25/08/2019,en,FIN,25
25/08/2019,en,FRA,55
25/08/2019,en,GAB,2
25/08/2019,en,GBR,96
25/08/2019,en,GEO,2
25/08/2019,en,GGY,4
25/08/2019,en,GHA,9
25/08/2019,en,GIB,1
25/08/2019,en,GIN,3
25/08/2019,en,GLP,1
25/08/2019,en,GMB,2
25/08/2019,en,GRC,9
25/08/2019,en,GRL,3
25/08/2019,en,GTM,9
25/08/2019,en,GUM,1
25/08/2019,en,GUY,1
25/08/2019,en,HKG,47
25/08/2019,en,HRV,3
25/08/2019,en,HTI,8
25/08/2019,en,HUN,2
25/08/2019,en,IDN,33
25/08/2019,en,IND,127
25/08/2019,en,IRL,15
25/08/2019,en,IRN,48
25/08/2019,en,IRQ,14
25/08/2019,en,ISL,5
25/08/2019,en,ISR,1
25/08/2019,en,ITA,49
25/08/2019,en,JAM,4
25/08/2019,en,JOR,3
25/08/2019,en,JPN,74
25/08/2019,en,KAZ,8
25/08/2019,en,KEN,6
25/08/2019,en,KGZ,2
25/08/2019,en,KHM,6
25/08/2019,en,KOR,32
25/08/2019,en,KWT,7
25/08/2019,en,LAO,2
25/08/2019,en,LBN,6
25/08/2019,en,LBR,5
25/08/2019,en,LBY,4
25/08/2019,en,LIE,5
25/08/2019,en,LKA,1
25/08/2019,en,LTU,4
25/08/2019,en,LUX,9
25/08/2019,en,LVA,10
25/08/2019,en,MAR,10
25/08/2019,en,MDV,1
25/08/2019,en,MEX,27
25/08/2019,en,MLI,27
25/08/2019,en,MLT,2
25/08/2019,en,MMR,22
25/08/2019,en,MNG,5
25/08/2019,en,MOZ,1
25/08/2019,en,MRT,5
25/08/2019,en,MSR,9
25/08/2019,en,MTQ,1
25/08/2019,en,MUS,4
25/08/2019,en,MYS,8
25/08/2019,en,MYT,2
25/08/2019,en,NAM,14
25/08/2019,en,NER,1
25/08/2019,en,NGA,29
25/08/2019,en,NIC,1
25/08/2019,en,NLD,14
25/08/2019,en,NOR,9
25/08/2019,en,NPL,32
25/08/2019,en,NZL,2
25/08/2019,en,OMN,8
25/08/2019,en,PAK,76
25/08/2019,en,PER,3
25/08/2019,en,PHL,125
25/08/2019,en,PLW,1
25/08/2019,en,PNG,2
25/08/2019,en,POL,9
25/08/2019,en,PRI,1
25/08/2019,en,PRK,1
25/08/2019,en,PRT,24
25/08/2019,en,PRY,2
25/08/2019,en,PSE,11
25/08/2019,en,PYF,3
25/08/2019,en,QAT,2
25/08/2019,en,REU,1
25/08/2019,en,ROU,3
25/08/2019,en,RUS,24
25/08/2019,en,RWA,2
25/08/2019,en,SAU,28
25/08/2019,en,SDN,2
25/08/2019,en,SEN,21
25/08/2019,en,SGP,1
25/08/2019,en,SLB,1
25/08/2019,en,SLE,4
25/08/2019,en,SOM,14
25/08/2019,en,SRB,1
25/08/2019,en,STP,1
25/08/2019,en,SUR,2
25/08/2019,en,SVK,4
25/08/2019,en,SVN,6
25/08/2019,en,SWE,28
25/08/2019,en,SWZ,6
25/08/2019,en,SYR,10
25/08/2019,en,TCD,7
25/08/2019,en,THA,16
25/08/2019,en,TKM,2
25/08/2019,en,TLS,1
25/08/2019,en,TON,2
25/08/2019,en,TTO,2
25/08/2019,en,TUN,13
25/08/2019,en,TUR,21
25/08/2019,en,TWN,21
25/08/2019,en,TZA,2
25/08/2019,en,UGA,2
25/08/2019,en,UKR,7
25/08/2019,en,URY,4
25/08/2019,en,USA,62401
25/08/2019,en,UZB,2
25/08/2019,en,VEN,5
25/08/2019,en,VNM,8
25/08/2019,en,WSM,1
25/08/2019,en,YEM,7
25/08/2019,en,ZAF,63
25/08/2019,en,ZMB,9
25/08/2019,en,ZWE,26
25/08/2019,en,,37991
25/08/2019,fr,BEL,5
25/08/2019,fr,CHE,3
25/08/2019,fr,CMR,10
25/08/2019,fr,COG,1
25/08/2019,fr,FIN,1
25/08/2019,fr,FRA,39
25/08/2019,fr,GHA,1
25/08/2019,fr,MAR,1
25/08/2019,fr,MEX,1
25/08/2019,fr,SEN,1
25/08/2019,fr,TUR,1
25/08/2019,fr,UKR,1
25/08/2019,fr,USA,5
25/08/2019,fr,,56
1/09/2019,ar,AFG,3
1/09/2019,ar,ARE,14
1/09/2019,ar,AUT,1
1/09/2019,ar,AZE,1
1/09/2019,ar,BEL,2
1/09/2019,ar,BGD,2
1/09/2019,ar,BHR,1
1/09/2019,ar,BRA,3
1/09/2019,ar,BRN,1
1/09/2019,ar,CAN,1
1/09/2019,ar,DEU,5
1/09/2019,ar,EGY,17
1/09/2019,ar,ETH,1
1/09/2019,ar,FIN,1
1/09/2019,ar,FRA,2
1/09/2019,ar,GBR,1
1/09/2019,ar,GRC,1
1/09/2019,ar,IDN,1
1/09/2019,ar,IRN,7
1/09/2019,ar,IRQ,8
1/09/2019,ar,ISR,2
1/09/2019,ar,ITA,2
1/09/2019,ar,JOR,2
1/09/2019,ar,JPN,1
1/09/2019,ar,KOR,1
1/09/2019,ar,LBN,21
1/09/2019,ar,MAR,1
1/09/2019,ar,MRT,1
1/09/2019,ar,NLD,3
1/09/2019,ar,NOR,5
1/09/2019,ar,NPL,1
1/09/2019,ar,OMN,3
1/09/2019,ar,PSE,3
1/09/2019,ar,QAT,3
1/09/2019,ar,RUS,2
1/09/2019,ar,SAU,3
1/09/2019,ar,SDN,3
1/09/2019,ar,SWE,3
1/09/2019,ar,SYR,8
1/09/2019,ar,TCD,1
1/09/2019,ar,TUR,13
1/09/2019,ar,USA,14
1/09/2019,ar,VEN,1
1/09/2019,ar,YEM,731
1/09/2019,ar,ZAF,1
1/09/2019,ar,,1223
1/09/2019,en,ABW,1
1/09/2019,en,AFG,1
1/09/2019,en,ARE,7
1/09/2019,en,ARG,1
1/09/2019,en,ATA,1
1/09/2019,en,AUS,6
1/09/2019,en,AUT,3
1/09/2019,en,BDI,1
1/09/2019,en,BEL,6
1/09/2019,en,BEN,1
1/09/2019,en,BFA,1
1/09/2019,en,BGD,1
1/09/2019,en,BGR,1
1/09/2019,en,BHR,2
1/09/2019,en,BLR,1
1/09/2019,en,BRA,5
1/09/2019,en,BTN,2
1/09/2019,en,BWA,1
1/09/2019,en,CAN,23
1/09/2019,en,CHE,10
1/09/2019,en,CHL,4
1/09/2019,en,CHN,14
1/09/2019,en,COD,2
1/09/2019,en,COG,2
1/09/2019,en,CYP,5
1/09/2019,en,CZE,3
1/09/2019,en,DEU,5
1/09/2019,en,DNK,3
1/09/2019,en,DOM,2
1/09/2019,en,DZA,3
1/09/2019,en,ECU,8
1/09/2019,en,EGY,5
1/09/2019,en,ESP,4
1/09/2019,en,EST,5
1/09/2019,en,ETH,10
1/09/2019,en,FIN,5
1/09/2019,en,FJI,1
1/09/2019,en,FRA,30
1/09/2019,en,GBR,70
1/09/2019,en,GEO,1
1/09/2019,en,GHA,5
1/09/2019,en,GIN,2
1/09/2019,en,GMB,1
1/09/2019,en,GRC,8
1/09/2019,en,GRL,4
1/09/2019,en,GTM,3
1/09/2019,en,HKG,34
1/09/2019,en,HUN,1
1/09/2019,en,IDN,25
1/09/2019,en,IND,76
1/09/2019,en,IRL,3
1/09/2019,en,IRN,10
1/09/2019,en,IRQ,1
1/09/2019,en,ISL,3
1/09/2019,en,ISR,2
1/09/2019,en,ITA,23
1/09/2019,en,JOR,5
1/09/2019,en,JPN,14
1/09/2019,en,KAZ,2
1/09/2019,en,KEN,4
1/09/2019,en,KHM,5
1/09/2019,en,KOR,13
1/09/2019,en,KWT,1
1/09/2019,en,LAO,1
1/09/2019,en,LBN,2
1/09/2019,en,LBR,1
1/09/2019,en,LBY,3
1/09/2019,en,LIE,2
1/09/2019,en,LVA,2
1/09/2019,en,MAR,4
1/09/2019,en,MDG,2
1/09/2019,en,MEX,8
1/09/2019,en,MLI,3
1/09/2019,en,MLT,1
1/09/2019,en,MMR,5
1/09/2019,en,MNG,3
1/09/2019,en,MUS,2
1/09/2019,en,MYT,1
1/09/2019,en,NAM,10
1/09/2019,en,NGA,19
1/09/2019,en,NLD,11
1/09/2019,en,NOR,2
1/09/2019,en,NPL,4
1/09/2019,en,NZL,3
1/09/2019,en,OMN,3
1/09/2019,en,PAK,23
1/09/2019,en,PER,1
1/09/2019,en,PHL,3
1/09/2019,en,PNG,1
1/09/2019,en,POL,2
1/09/2019,en,PRK,1
1/09/2019,en,PRT,17
1/09/2019,en,PRY,3
1/09/2019,en,PSE,7
1/09/2019,en,QAT,1
1/09/2019,en,ROU,1
1/09/2019,en,RUS,11
1/09/2019,en,SAU,7
1/09/2019,en,SEN,9
1/09/2019,en,SGP,1
1/09/2019,en,SLE,1
1/09/2019,en,SOM,2
1/09/2019,en,SRB,1
1/09/2019,en,SSD,2
1/09/2019,en,SUR,1
1/09/2019,en,SVK,2
1/09/2019,en,SVN,2
1/09/2019,en,SWE,19
1/09/2019,en,SYC,1
1/09/2019,en,SYR,6
1/09/2019,en,TGO,1
1/09/2019,en,THA,3
1/09/2019,en,TON,1
1/09/2019,en,TTO,2
1/09/2019,en,TUN,5
1/09/2019,en,TUR,5
1/09/2019,en,TUV,1
1/09/2019,en,TWN,6
1/09/2019,en,TZA,1
1/09/2019,en,UGA,2
1/09/2019,en,UKR,6
1/09/2019,en,URY,5
1/09/2019,en,USA,33015
1/09/2019,en,VAT,1
1/09/2019,en,VNM,3
1/09/2019,en,VUT,1
1/09/2019,en,YEM,6
1/09/2019,en,ZAF,50
1/09/2019,en,ZWE,5
1/09/2019,en,,17959
1/09/2019,fr,AGO,2
1/09/2019,fr,ARE,1
1/09/2019,fr,AUS,1
1/09/2019,fr,BEL,11
1/09/2019,fr,BFA,2
1/09/2019,fr,BRA,1
1/09/2019,fr,CAN,4
1/09/2019,fr,CHE,2
1/09/2019,fr,CHN,1
1/09/2019,fr,CMR,1
1/09/2019,fr,COD,2
1/09/2019,fr,COG,2
1/09/2019,fr,DJI,1
1/09/2019,fr,DZA,4
1/09/2019,fr,ERI,1
1/09/2019,fr,ESP,2
1/09/2019,fr,FIN,1
1/09/2019,fr,FRA,228
1/09/2019,fr,GAB,1
1/09/2019,fr,GBR,6
1/09/2019,fr,GIN,2
1/09/2019,fr,GLP,3
1/09/2019,fr,GRC,3
1/09/2019,fr,GUF,1
1/09/2019,fr,IND,1
1/09/2019,fr,IRN,2
1/09/2019,fr,ISL,1
1/09/2019,fr,ITA,4
1/09/2019,fr,JPN,5
1/09/2019,fr,KHM,1
1/09/2019,fr,KWT,1
1/09/2019,fr,LBR,1
1/09/2019,fr,MAR,3
1/09/2019,fr,MDG,1
1/09/2019,fr,MRT,1
1/09/2019,fr,MTQ,6
1/09/2019,fr,MYT,1
1/09/2019,fr,NER,1
1/09/2019,fr,NGA,1
1/09/2019,fr,NPL,1
1/09/2019,fr,NZL,1
1/09/2019,fr,PRT,1
1/09/2019,fr,REU,5
1/09/2019,fr,ROU,3
1/09/2019,fr,SEN,4
1/09/2019,fr,SVK,1
1/09/2019,fr,SYR,1
1/09/2019,fr,TGO,1
1/09/2019,fr,TKM,1
1/09/2019,fr,TUN,1
1/09/2019,fr,TZA,1
1/09/2019,fr,USA,30
1/09/2019,fr,YEM,1
1/09/2019,fr,,289
